Value,ar,ca,cs,da,de,el,en,en_AU,en_GB,es,es_419,fi,fr,fr_CA,he,hi,hr,hu,id,it,ja,ko,ms,nl,no,pl,pt,pt_PT,ro,ru,sk,sv,th,tr,uk,vi,zh_CN,zh_HK,zh_TW
59746,قبعة تخرج,Barret de graduació,Absolventská čepice,Eksamenshue,Doktorhut,Καπέλο αποφοίτησης,Graduate Cap,Mortarboard,Mortarboard,Birrete,Birrete,Valmistujaislakki,Chapeau de diplômé,Chapeau de diplômé,כובע לטקס סיום לימודים,ग्रेजुएट कैप,Maturantska kapa,Talársapka,Topi Wisuda,Tocco di laurea,角帽（卒業式）,학사모,Topi Graduasi,Academische baret,Eksamenslue,Czapka absolwenta,Chapéu de Formatura,Chapéu de formatura,Tichie de absolvent,Академическая шапочка,Promočná čiapka,Examensmössa,หมวกปริญญา,Mezuniyet Kepi,Академічна шапочка,Mũ tốt nghiệp,毕业帽,學士帽,學士帽
59744,هدية,Regal,Dárek,Gave,Geschenk,Δώρο,Gift,Gift,Gift,Regalo,Regalo,Lahja,Cadeau,Cadeau,מתנה,उपहार,Dar,Ajándék,Kado,Regalo,ギフト,선물,Hadiah,Cadeau,Gave,Prezent,Presente,Prenda,Cadou,Подарок,Darček,Present,ของขวัญ,Hediye,Дарунок,Quà tặng,礼物,禮物,禮物
59666,سرير,Llit,Postel,Seng,Bett,Κρεβάτι,Bed,Bed,Bed,Cama,Cama,Sänky,Lit,Lit,מיטה,पलंग,Krevet,Ágy,Tempat Tidur,Letto,ベッド,침대,Katil,Bed,Seng,Łóżko,Cama,Cama,Pat,Кровать,Posteľ,Säng,เตียง,Yatak,Ліжко,Giường,床,牀,床
59822,صاروخ,Coet,Raketa,Raket,Rakete,Πύραυλος,Rocket,Rocket,Rocket,Cohete,Cohete,Raketti,Fusée,Fusée,טיל,रॉकेट,Raketa,Rakéta,Roket,Razzo,ロケット,로켓,Roket,Raket,Rakett,Rakieta,Foguete,Foguetão,Rachetă,Ракета,Raketa,Raket,จรวด,Roket,Ракета,Hỏa tiễn,火箭,火箭,火箭
61444,خريطة,Mapa,Mapa,Kort,Karte,Χάρτης,Map,Map,Map,Mapa,Mapa,Kartta,Plan,Plan,מפה,नक़्शा,Karta,Térkép,Peta,Mappa,マップ,지도,Peta,Kaart,Kart,Mapa,Mapa,Mapa,Hartă,Карта,Mapa,Karta,แผนที่,Harita,Карта,Bản đồ,地图,地圖,地圖
61452,مقياس,Indicador,Ručičkový ukazatel,Måler,Messgerät,Μετρητής,Gauge,Gauge,Gauge,Indicador,Calibre,Mittari,Jauge,Indicateur,מכשיר מדידה,गेज,Mjerač,Mérő,Meteran,Indicatore,ゲージ,게이지,Tolok,Meetinstrument,Måler,Wskaźnik,Medidor,Indicador,Aparat de măsură,Измерительный прибор,Meradlo,Mätare,เครื่องวัด,Gösterge,Шкала,Đồng hồ đo,仪表,測量,儀表
61453,مقياس السرعة,Velocímetre,Tachometr,Speedometer,Tachometer,Ταχύμετρο,Speedometer,Speedometer,Speedometer,Velocímetro,Velocímetro,Nopeusmittari,Compteur de vitesse,Indicateur de vitesse,מד מהירות,स्पीडोमीटर,Brzinomjer,Sebességmérő,Speedometer,Tachimetro,スピードメーター,속도계,Meter Laju,Snelheidsmeter,Hastighetsmåler,Prędkościomierz,Velocímetro,Velocímetro,Vitezometru,Спидометр,Tachometer,Hastighetsmätare,มาตรอัตราเร็ว,Hızölçer,Спідометр,Đồng hồ đo tốc độ,计速器,速度計,計速器
61454,بارومتر,Baròmetre,Barometr,Barometer,Barometer,Βαρόμετρο,Barometer,Barometer,Barometer,Barómetro,Barómetro,Ilmapuntari,Baromètre,Baromètre,ברומטר,बैरोमीटर,Barometar,Barométer,Barometer,Barometro,気圧計,기압계,Barometer,Barometer,Barometer,Barometr,Barômetro,Barómetro,Barometru,Барометр,Barometer,Barometer,อุปกรณ์วัดความดันบรรยากาศ,Barometre,Барометр,Khí áp kế,气压表,氣壓計,氣壓計
61455,الشبكة,Xarxa,Síť,Netværk,Netzwerk,Δίκτυο,Network,Network,Network,Red,Red,Verkko,Réseau,Réseau,רשת,नेटवर्क,Mreža,Hálózat,Jaringan,Rete,ネットワーク,네트워크,Rangkaian,Netwerk,Nettverk,Sieć,Rede,Rede,Rețea,Сеть,Sieť,Nätverk,เครือข่าย,Ağ,Мережа,Mạng,网络,網絡,網路
61456,حزمة مكدسة مستطيلة,Pila de rectangles,Obdélníkový stoh,Rektangulær stak,Rechteckiger Stapel,Ορθογώνια στοίβα,Rectangle Stack,Rectangle Stack,Rectangle Stack,Pila rectangular,Elementos rectangulares apilados,Suorakulmiopino,Pile de rectangles,Pile rectangulaire,ערימת מלבנים,आयत स्टैक,Pravokutni stog,Téglalap alakú pakli,Tumpukan Persegi Panjang,Raccolta di rettangoli,長方形のスタック,직사각형 스택,Tindanan Segi Empat Tepat,Rechthoekige stapel,Rektangulær stabel,Stos prostokątny,Conjunto de Retângulos,Pilha de retângulos,Stivă dreptunghiulară,Прямоугольники стопкой,Kopa obdĺžnikov,Rektangulär trave,กองสี่เหลี่ยมผืนผ้า,Dikdörtgen Yığını,Прямокутний стос,Ngăn xếp hình chữ nhật,矩形堆,長方形疊放,矩形堆疊
61573,تخطيط شبكة مستطيلات ٢×٢,Contorn de la retícula rectangular de 2 per 2,Obrys čtvercové mřížky 2×2,Kontur af net med rektangler i 2x2,Rechteckrasterumrahmung (2×2),Ορθογώνιο πλέγμα 2×2 με περίγραμμα,2×2 Rectangle Grid Outline,2×2 Rectangle Grid Outline,2×2 Rectangle Grid Outline,Contorno de cuadrícula rectangular 2 por 2,Contorno de cuadrícula rectangular de 2×2,2×2-ruudukon ääriviivat,Contours de la grille rectangle 2×2,Contour de grille rectangulaire 2×2,קוו מתאר של רשת מלבנית 2×2,2×2 आयताकार ग्रिड आउटलाइन,Obrub pravokutne rešetke 2x2,2×2-es négyszög alakú rács körvonala,Kerangka Grid Persegi 2×2,Sagoma griglia rettangolare 2×2,2×2の長方形グリッド（アウトライン）,2×2 직사각형 격자 윤곽,Garis Kasar Grid Segi Empat Tepat 2×2,Omtrek rechthoekig raster van 2×2,Kontur av rektangulært rutenett (2 x 2),Kontur siatki prostokątnej 2 na 2,Contorno da Grade Retangular de 2 x 2,Contorno da grelha retangular 2×2,Contur grilă dreptunghiulară 2×2,Контур прямоугольной сетки 2×2,Obrys obdĺžnikovej mriežky 2×2,Rektangelrutnät 2×2 – kontur,เค้าโครงเส้นตารางสี่เหลี่ยมผืนผ้า 2×2,2×2 Dikdörtgen Izgara Konturu,Прямокутна сітка 2×2 (контур),Đường viền lưới hình chữ nhật 2×2,2×2矩形网格（轮廓）,2×2矩形格狀外框,2×2矩形格狀外框
61574,مستطيل مقسم إلى اثنين,Rectangle dividit en dos,Obdélník rozdělený na dvě části,Rektangel delt i to,Zweigeteiltes Rechteck,Ορθογώνιο χωρισμένο στα δύο,Rectangle Split In Two,Rectangle Split In Two,Rectangle Split In Two,Rectángulo dividido en dos partes,Rectángulo dividido en dos partes,Kahteen osaan jaettu suorakulmio,Rectangle scindé en deux,Rectangle divisé en deux,מלבן מפוצל לשני חלקים,दो भागों में बँटा आयत,Pravokutnik podijeljen na dva dijela,Két részre osztott négyszög,Persegi Dibagi Dua,Rettangolo diviso in due,2つに分割された長方形,둘로 나눠진 직사각형,Segi Empat Tepat Dipisahkan kepada Dua,In tweeën gesplitste rechthoek,Todelt rektangel,Prostokąt podzielony na 2 części,Retângulo Dividido em Dois,Retângulo dividido em dois,Dreptunghi împărțit în două,"Прямоугольник, разделенный на две части",Obdĺžnik rozdelený na dve časti,Rektangel delad i två,สี่เหลี่ยมผืนผ้าแยกเป็นสองส่วน,İkiye Bölünmüş Dikdörtgen,"Прямокутник, розділений на дві частини",Hình chữ nhật chia hai,一分为二的矩形,分成兩份的矩形,二等分的矩形
61576,تخطيط مستطيل مقسم إلى ثلاثة,Contorn del rectangle dividit en tres,Obrys obdélníku rozděleného na tři části,Kontur af rektangel delt i tre,Dreigeteiltes Rechteck (Umrahmung),Ορθογώνιο χωρισμένο στα τρία σε περίγραμμα,Rectangle Split In Three Outine,Rectangle Split In Three Outine,Rectangle Split In Three Outine,Contorno de rectángulo dividido en tres partes,Contorno de rectángulo dividido en tres partes,Kolmeen osaan jaetun suorakulmion ääriviivat,Contours de rectangle scindé en trois,Contour d’un rectangle divisé en trois,קווי מתאר של מלבן מפוצל לשלושה חלקים,तीन भागों में बँटा आयत आउटलाइन,Obrub pravokutnika podijeljenog na tri dijela,Három részre osztott négyszög körvonala,Kerangka Persegi Dibagi Tiga,Sagoma rettangolo diviso in tre,3つに分割された長方形（アウトライン）,셋으로 나눠진 직사각형 윤곽,Rangka Kasar Segi Empat Tepat Dipisahkan kepada Tiga,Omtrek in drieën gesplitste rechthoek,Kontur av tredelt rektangel,Kontur prostokąta podzielonego na 3 części,Contorno de Retângulo Dividido em Três,Retângulo dividido em três (contorno),Contur dreptunghi împărțit în trei,"Контур прямоугольника, разделенного на три части",Obrys obdĺžnika rozdeleného na tri časti,Rektangel delad i tre – kontur,เค้าโครงสี่เหลี่ยมผืนผ้าแยกเป็นสามส่วน,Üçe Bölünmüş Dikdörtgen Konturu,"Прямокутник, розділений на три частини (контур)",Đường viền hình chữ nhật chia ba,一分为三的矩形（轮廓）,分成三份的矩形外框,三等分的矩形外框
61457,حزمة مكدسة مربعة,Pila de quadrats,Čtvercový stoh,Kvadratisk stak,Quadratischer Stapel,Τετράγωνη στοίβα,Square Stack,Square Stack,Square Stack,Pila cuadrada,Elementos cuadrados apilados,Neliöpino,Pile de carrés,Pile carrée,ערימת ריבועים,वर्ग स्टैक,Kvadratni stog,Négyzet alakú pakli,Tumpukan Persegi,Raccolta di quadrati,正方形のスタック,정사각형 스택,Tindanan Segi Empat Sama,Vierkante stapel,Kvadratisk stabel,Stos kwadratowy,Conjunto Quadrado,Pilha de quadrados,Stivă pătrată,Квадраты стопкой,Kopa štvorcov,Kvadratisk trave,กองสี่เหลี่ยม,Kare Yığını,Квадратний стос,Ngăn xếp vuông,正方形堆,正方形疊放,方形堆疊
61458,حزمة مكدسة مربعة ثلاثية الأبعاد,Pila de quadrats en 3D,3D čtvercový stoh,Kvadratisk stak i 3D,Quadratischer Stapel – 3D,Τετράγωνη στοίβα 3Δ,3D Square Stack,3D Square Stack,3D Square Stack,Pila cuadrada en 3D,Elementos cuadrados apilados en 3D,3D-neliöpino,Pile de carrés en 3D,Pile carrée 3D,ערימת ריבועי 3D,3D वर्ग स्टैक,3D kvadratni stog,Négyzet alakú pakli 3D-ben,Tumpukan Persegi 3D,Raccolta di quadrati 3D,3Dの正方形のスタック,3D 정사각형 스택,Tindanan Segi Empat Sama 3D,Vierkante 3D-stapel,Kvadratisk 3D-stabel,Stos kwadratowy (3D),Conjunto Quadrado em 3D,Pilha de quadrados 3D,Stivă pătrată 3D,Квадраты стопкой (3D),3D kopa štvorcov,Kvadratisk 3D-trave,กองสี่เหลี่ยม 3D,3B Kare Yığını,Стос із квадратів,Ngăn xếp vuông 3D,三维正方形堆,立體正方形疊放,3D方形堆疊
61459,حزمة مكدسة للصور,Pila de fotos,Stoh fotek,Fotostak,Fotostapel,Στοίβα φωτογραφιών,Photo Stack,Photo Stack,Photo Stack,Pila de fotos,Fotos apiladas,Kuvapino,Pile de photos,Pile de photos,ערימת תמונות,तस्वीर स्टैक,Naslagane fotografije,Fényképpakli,Tumpukan Foto,Raccolta di foto,写真（積み上がっている）,사진 스택,Tindanan Foto,Fotostapel,Bildestabel,Stos zdjęć,Conjunto de Fotos,Pilha de fotografias,Stivă de poze,Стопка фото,Kopa fotiek,Bildtrave,กองรูปภาพ,Fotoğraf Yığını,Стос фотографій,Chồng ảnh,照片堆,相片疊放,照片堆疊
61460,حزمة مكدسة للصور بزاوية,Pila de fotos en angle,Nakloněný stoh fotek,Fotostak med vinklet foto,"Fotostapel, perspektivisch",Στοίβα φωτογραφιών υπό γωνία,Photo Stack Angled,Photo Stack Angled,Photo Stack Angled,Pila de fotos en ángulo,Fotos apiladas en ángulo,Kuva vinossa pinossa,Pile de photos en biais,Pile de photos inclinée,ערימת תמונות בזווית,तस्वीर स्टैक ऐंगल्ड,Naslagane fotografije pod kutom,Fényképpakli ferdén,Tumpukan Foto Bersudut,Raccolta di foto inclinata,写真（斜めに積み上がっている）,비스듬한 사진 스택,Tindanan Foto Bersudut,Schuine fotostapel,Bildestabel i vinkel,Przechylony stos zdjęć,Conjunto de Fotos em Ângulo,Pilha de fotografias inclinada,Stivă de poze înclinată,Стопка фото под углом,Kopa pohodených fotiek,Vinklad bildtrave,กองรูปภาพที่วางหันมุมออก,Eğimli Fotoğraf Yığını,Стос фотографій під кутом,Chồng ảnh có góc,斜放的照片堆,傾斜的相片疊放,斜放的照片堆疊
61461,فتحة عدسة الكاميرا,Obertura de la càmera,Fotografická clona,Blændeåbning på kamera,Kamerablende,Διάφραγμα κάμερας,Camera Aperture,Camera Aperture,Camera Aperture,Apertura de la cámara,Apertura de cámara,Kameran aukko,Ouverture d’appareil photo,Ouverture d’appareil photo,צמצם מצלמה,कैमरा ऐपर्चर,Otvor blende,Kamera fényrekesze,Aperture Kamera,Apertura fotocamera,カメラ（絞り）,카메라 조리개,Apertur Kamera,Cameradiagfragma,Kamerablenderåpning,Przesłona aparatu,Abertura da Câmera,Abertura da câmara,Diafragmă cameră,Диафрагма фотоаппарата,Clona fotoaparátu,Kamerabländare,รูรับแสงกล้อง,Kamera Diyaframı,Діафрагма камери,Khẩu độ camera,相机光圈,相機光圈,相機光圈
61464,أيقونة الملاحظة,Icona de nota,Ikona poznámky,Symbol for note,Notizensymbol,Εικονίδιο σημείωσης,Note icon,Note icon,Note icon,Icono de nota,Ícono de nota,Muistiinpanon kuvake,Icône de note,Icône de note,אייקון של פתק,नोट आइकॉन,Ikona bilješke,Jegyzetikon,Ikon Catatan,Icona Nota,メモのアイコン,메모 아이콘,Ikon Nota,Notitie-symbool,Notatsymbol,Ikona notatki,Ícone de nota,Ícone de nota,Pictogramă notiță,Значок заметки,Ikona poznámky,Anteckningssymbol,ไอคอนโน้ต,Not simgesi,Іконка нотатки,Biểu tượng ghi chú,备忘录图标,「備忘錄」圖像,備忘錄圖像
61465,نص الملاحظة,Nota de text,Text poznámky,Notetekst,Notizentext,Κείμενο σημείωσης,Note Text,Note Text,Note Text,Texto de nota,Texto de nota,Muistiinpanon teksti,Texte de note,Texte de note,מלל של פתק,नोट टेक्स्ट,Tekst bilješke,Jegyzet szövege,Teks Catatan,Testo nota,メモ（テキストあり）,메모 텍스트,Teks Nota,Notitie met tekst,Notattekst,Tekst notatki,Texto de Nota,Texto de nota,Text notiță,Текст заметки,Text poznámky,Anteckningstext,ข้อความในโน้ต,Not Metni,Нотатка з текстом,Văn bản ghi chú,备忘录文字,備忘錄文字,備忘錄文字
61466,شارة نص الملاحظة: علامة زائد,Més a la icona de nota de text,Text poznámky s odznakem plus,Note med tekst og plustegn,Notizentextkennzeichen – Pluszeichen,Ταμπέλα κειμένου σημείωσης «συν»,Note Text Badge Plus,Note Text Badge Plus,Note Text Badge Plus,Signo más de texto de nota,Signo de más de texto de nota,Muistiinpano ja plusmerkki,Pictogramme de texte de note avec signe plus,Pastille de texte de note « Plus »,פלוס בדף מלל של פתק,नोट टेक्स्ट बैज प्लस,Bedž plusa teksta bilješke,Jegyzetszöveg-jelvény: pluszjel,Tanda Teks Catatan Plus,Nota di testo con segno più,メモ（テキストあり、プラス記号のバッジ付き）,더하기 메모 텍스트 배지,Tanda Tambah Lencana Teks Nota,Notitie met tekst en plusteken,Notat merket med plusstegn,Plus (plakietka tekstu notatki),Texto de Nota com Sinal de Adição,Texto de nota com emblema de sinal de mais,Insignă text notiță cu semnul plus,Текстовая заметка с наклейкой «плюс»,Text poznámky s odznakom plus,Anteckningstextbricka med plustecken,เครื่องหมายบวกในป้ายกำกับของข้อความในโน้ต,Not Metninde Artı İşareti,Нотатка з текстом і знаком плюс,Dấu cộng biểu tượng văn bản ghi chú,备忘录文字带加号标志,備忘錄文字標記加號,備忘錄文字標記加號
61582,تخطيط إرسال رسالة,Contorn d’enviar missatge,Obrys odeslané zprávy,"Kontur af besked, der sendes",Nachricht senden (Umrahmung),Αποστολή μηνύματος σε περίγραμμα,Send Message Outline,Send Message Outline,Send Message Outline,Contorno de enviar mensaje,Contorno de “Enviar mensaje”,Lähetä viestin luonnos,Contours de « Envoyer un message »,Contour du symbole d’envoi d’un message,קווי מתאר של שליחת הודעה,संदेश भेजने की आउटलाइन,Obrub poslane poruke,Küldött üzenet körvonala,Kerangka Kirim Pesan,Sagoma “Invia messaggio”,メッセージを送信（アウトライン）,메시지 보내기 윤곽,Rangka Kasar Hantar Mesej,Omtrek verstuur bericht,Kontur av send melding,Kontur ikony wysyłania wiadomości,Contorno de “Enviar Mensagem”,Enviar mensagem (contorno),Contur trimitere mesaj,Контур эмодзи «Отправить сообщение»,Obrys ikony Odoslať správu,Skicka meddelande – kontur,เค้าโครงส่งข้อความ,Mesaj Gönder Konturu,Надіслати повідомлення (контур),Đường viền gửi tin nhắn,发送信息（轮廓）,傳送訊息外框,傳送訊息外框
61468,إضافة رسالة,Afegir un missatge,Přidat zprávu,Tilføj besked,Hinzufügen,Προσθήκη μηνύματος,Add Message,Add Message,Add Message,Añade un mensaje,Agregar mensaje,Lisää viesti,Ajouter un message,Ajouter un message,הוספת הודעה,संदेश जोड़ें,Dodaj poruku,Üzenet hozzáadása,Tambah Pesan,Aggiungi messaggio,メッセージを追加,메시지 추가,Tambah Mesej,Voeg bericht toe,Legg til melding,Dodaj wiadomość,Adicionar Mensagem,Adicionar mensagem,Adăugare mesaj,Добавить сообщение,Pridať správu,Lägg till meddelande,เพิ่มข้อความ,Mesaj Ekle,Додати повідомлення,Thêm tin nhắn,添加信息,加入訊息,加入訊息
61475,EarPods,EarPods,EarPody,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,Наушники EarPods,EarPody,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods,EarPods
61476,‏AirPods,AirPods,AirPody,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,‏AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,Наушники AirPods,AirPody,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods,AirPods
61477,‏AirPods Pro,AirPods Pro,AirPody Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,Наушники AirPods Pro,AirPody Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro,AirPods Pro
61480,راديو,Ràdio,Rádio,Radio,Radio,Ραδιόφωνο,Radio,Radio,Radio,Radio,Radio,Radio,Radio,Radio,רדיו,रेडियो,Radio,Rádió,Radio,Radio,ラジオ,라디오,Radio,Radio,Radio,Radio,Rádio,Rádio,Radio,Радио,Rádio,Radio,วิทยุ,Radyo,Радіо,Radio,广播,廣播,廣播
